   Step          Temp          E_pair         E_mol          TotEng         Press          Volume    
    734000   1356.2621     -2260.0405      0             -2084.9052      1693.0256      16466.099    
    736000   1319.6813     -2269.3156      0             -2098.9039     -788.65993      16466.283    
    738000   1304.7759     -2268.4746      0             -2099.9877     -1018.6514      16478.628    
    740000   1307.2177     -2277.1704      0             -2108.3682      2815.0191      16345.55     
    742000   1361.0968     -2248.8944      0             -2073.1348     -4549.6659      16674.353    
    744000   1366.8708     -2267.5002      0             -2090.995       5374.897       16354.376    
    746000   1335.5093     -2254.1114      0             -2081.6559     -2458.3656      16587.058    
    748000   1341.8802     -2277.5483      0             -2104.2701      1676.0919      16375.182    
    750000   1341.7458     -2269.0138      0             -2095.753       2571.1328      16394.731    
    752000   1395.7584     -2256.6553      0             -2076.4198      3551.1213      16465.89     
    754000   1343.0545     -2262.8319      0             -2089.4021      3850.4146      16407.531    
    756000   1364.371      -2266.5801      0             -2090.3977     -829.20573      16491.722    
    758000   1338.5774     -2278.5439      0             -2105.6922      2958.0788      16350.924    
    760000   1435.2381     -2260.8664      0             -2075.5328     -560.80744      16529.612    
    762000   1345.2969     -2258.7849      0             -2085.0656     -187.87623      16515        
    764000   1337.8089     -2267.4401      0             -2094.6877      6089.8538      16339.701    
    766000   1367.8002     -2257.4619      0             -2080.8367      1047.829       16497.737    
    768000   1332.778      -2263.2462      0             -2091.1434      209.38921      16483.976    
    770000   1399.591      -2260.9295      0             -2080.1991     -3107.0615      16576.107    
    772000   1426.7816     -2252.6738      0             -2068.4322     -2823.0865      16618.791    
    774000   1401.4511     -2252.6451      0             -2071.6744     -1375.4816      16577.138    
    776000   1401.1754     -2269.2092      0             -2088.2742     -2077.3332      16512.328    
    778000   1396.1932     -2264.6795      0             -2084.3879      1422.5915      16454.432    
    780000   1404.5118     -2259.6997      0             -2078.3339     -360.75895      16529.002    
    782000   1354.7433     -2265.9465      0             -2091.0073     -1790.0717      16525.399    
    784000   1329.6054     -2262.0822      0             -2090.3891      297.03055      16492.989    
    786000   1361.9924     -2270.8234      0             -2094.9481      3115.6538      16382.104    
    788000   1381.0686     -2257.4059      0             -2079.0673      1293.9993      16489.321    
    790000   1394.7171     -2265.3329      0             -2085.2319      2251.5374      16435.798    
    792000   1358.71       -2264.389       0             -2088.9376     -2533.4439      16538.618    
    794000   1338.8417     -2255.991       0             -2083.1051     -1155.6812      16548.144    
    796000   1348.0016     -2268.5133      0             -2094.4446      2336.4696      16408.1      
    798000   1333.9657     -2272.6116      0             -2100.3554      2545.9068      16375.711    
    800000   1440.0218     -2256.1984      0             -2070.2471      2053.7722      16504.142    
    802000   1413.6971     -2264.3395      0             -2081.7876      1443.8752      16467.181    
    804000   1399.9122     -2263.502       0             -2082.7301     -2827.5059      16556.942    
    806000   1414.5644     -2253.3176      0             -2070.6537     -2001.1186      16599.787    
    808000   1345.6332     -2269.8764      0             -2096.1136      2743.5228      16404.302    
    810000   1389.6607     -2255.753       0             -2076.3049      1319.5426      16509.434    
    812000   1407.3209     -2259.7544      0             -2078.0258     -319.67505      16521.864    
    814000   1353.8634     -2250.0409      0             -2075.2153     -1609.5001      16599.873    
    816000   1392.875      -2246.9731      0             -2067.1099      89.124687      16581.564    
    818000   1416.5938     -2256.9985      0             -2074.0725     -411.87265      16545.371    
    820000   1406.4832     -2263.3595      0             -2081.7391      1953.2312      16461.568    
    822000   1429.335      -2250.2418      0             -2065.6705      3916.8606      16483.739    
    824000   1425.0948     -2261.8534      0             -2077.8297      4203.7116      16419.669    
    826000   1424.8795     -2265.7369      0             -2081.7409      2073.8408      16438.626    
    828000   1441.0459     -2253.4329      0             -2067.3494      2799.769       16497.964    
    830000   1403.5737     -2256.7533      0             -2075.5086     -2110.4866      16572.716    
    832000   1415.7095     -2253.2871      0             -2070.4753      1232.539       16528.09     
    834000   1429.2013     -2271.2681      0             -2086.7141      6760.825       16313.658    
    836000   1455.699      -2250.1736      0             -2062.1979      1842.8801      16528.713    
    838000   1463.8758     -2259.1401      0             -2070.1085      32.743422      16540.06     
    840000   1343.4206     -2256.5687      0             -2083.0916      2830.8316      16466.298    
    842000   1423.7846     -2244.8357      0             -2060.9811     -4242.9046      16690.205    
    844000   1356.565      -2239.7367      0             -2064.5622     -3144.5952      16705.008    
    846000   1411.45       -2257.9442      0             -2075.6824      1155.7708      16504.627    
    848000   1386.528      -2248.6609      0             -2069.6173     -5048.4172      16684.856    
    850000   1474.1232     -2262.0383      0             -2071.6834      591.50874      16501.091    
    852000   1407.0562     -2259.1816      0             -2077.4872     -608.06942      16535.768    
    854000   1460.7226     -2253.5935      0             -2064.9691      2705.2573      16501.589    
    856000   1360.4837     -2261.0611      0             -2085.3806      3723.9365      16423.053    
    858000   1422.1035     -2247.8322      0             -2064.1948      2189.7577      16545.559    
    860000   1400.5535     -2259.2186      0             -2078.3639     -336.65466      16515.739    
    862000   1489.3399     -2262.9311      0             -2070.6113      2379.774       16463.292    
    864000   1418.7175     -2251.2385      0             -2068.0382      3168.9143      16499.047    
    866000   1399.8667     -2250.0988      0             -2069.3328     -1508.1044      16608.856    
    868000   1429.3605     -2255.859       0             -2071.2844      4870.5461      16439.61     
    870000   1445.6045     -2261.8932      0             -2075.221       1755.8099      16482.611    
    872000   1461.3235     -2239.4723      0             -2050.7703     -2362.977       16697.789    
    874000   1494.4676     -2248.7845      0             -2055.8026      801.53969      16566.491    
    876000   1423.762      -2244.5726      0             -2060.721       906.13782      16584.337    
    878000   1420.5215     -2241.8855      0             -2058.4523     -2700.482       16681.613    
    880000   1443.9601     -2251.9122      0             -2065.4524     -1896.1698      16619.637    
    882000   1411.1108     -2254.1749      0             -2071.9569     -229.90346      16545.575    
    884000   1479.3477     -2254.9554      0             -2063.9259     -1704.1728      16592.903    
    886000   1439.401      -2249.5926      0             -2063.7214     -1707.8547      16616.418    
    888000   1524.1576     -2249.9778      0             -2053.162       4276.1376      16512.004    
    890000   1426.7049     -2252.4348      0             -2068.2032     -2327.498       16619.336    
    892000   1492.2741     -2239.1357      0             -2046.437      -4165.622       16739.888    
    894000   1432.3913     -2257.5754      0             -2072.6095      2161.684       16496.419    
    896000   1495.0681     -2242.1628      0             -2049.1034      6.8849002      16628.912    
    898000   1480.7733     -2252.1844      0             -2060.9708      794.10317      16552.211    
    900000   1464.5112     -2258.122       0             -2069.0083     -686.22874      16553.167    
    902000   1440.0393     -2237.5168      0             -2051.5632     -106.20257      16660.892    
    904000   1465.7489     -2254.8626      0             -2065.5892     -1918.8198      16595.942    
    906000   1507.7256     -2247.3271      0             -2052.6331     -2995.9519      16669.508    
    908000   1525.1565     -2249.2844      0             -2052.3396     -1144.6289      16631.625    
    910000   1538.281      -2238.8293      0             -2040.1897      313.25156      16654.268    
    912000   1458.7101     -2243.3295      0             -2054.965      -3219.2245      16697.904    
    914000   1423.0912     -2244.5077      0             -2060.7427     -859.39608      16618.476    
    916000   1379.4909     -2246.9074      0             -2068.7725     -591.66858      16597.324    
    918000   1467.0491     -2244.6916      0             -2055.2502     -970.42916      16625.856    
    920000   1461.3329     -2235.7323      0             -2047.0291     -698.41111      16689.277    
    922000   1469.2915     -2244.9461      0             -2055.2152      2375.4674      16558.67     
    924000   1478.4093     -2237.7422      0             -2046.8339      2415.1222      16600.389    
    926000   1456.5113     -2247.371       0             -2059.2904      454.69355      16588.605    
    928000   1417.5781     -2254.4399      0             -2071.3868      3189.7284      16474.57     
    930000   1480.4994     -2246.3371      0             -2055.1589     -2237.618       16659.099    
    932000   1450.0695     -2241.956       0             -2054.7073     -5913.8323      16761.687    
    934000   1433.1222     -2243.2533      0             -2058.1929     -830.03573      16643.843    
    936000   1469.8257     -2246.9081      0             -2057.1082     -593.41776      16617.138    
    938000   1484.5884     -2242.556       0             -2050.8498     -963.81893      16641.427    
    940000   1495.0923     -2245.0883      0             -2052.0257      2035.6367      16575.168    
    942000   1488.0261     -2236.9125      0             -2044.7623     -2441.6971      16720.452    
    944000   1488.1777     -2238.9478      0             -2046.7781     -1347.1468      16691.181    
    946000   1456.2941     -2232.6187      0             -2044.5661     -1853.3527      16719.078    
    948000   1524.187      -2240.2739      0             -2043.4543      1348.7904      16624.958    
    950000   1487.8266     -2234.5895      0             -2042.4651     -144.36689      16674.365    
    952000   1390.6155     -2258.8229      0             -2079.2515     -1732.9976      16556.87     
    954000   1495.0481     -2237.6909      0             -2044.634       854.23282      16641.871    
    956000   1513.5811     -2243.4455      0             -2047.9954     -1364.0964      16664.129    
    958000   1520.931      -2252.6647      0             -2056.2655     -1667.729       16622.31     
    960000   1518.7373     -2246.2244      0             -2050.1085      453.25225      16606.627    
    962000   1519.6137     -2239.9064      0             -2043.6774      1452.7308      16608.746    
    964000   1468.5685     -2234.193       0             -2044.5554     -3115.3425      16738.95     
    966000   1447.4702     -2252.1474      0             -2065.2343      1916.5588      16527.986    
    968000   1479.1542     -2245.1162      0             -2054.1117     -71.989651      16612.552    
    970000   1498.3034     -2237.6385      0             -2044.1613      3478.3869      16585.698    
    972000   1438.2709     -2240.5933      0             -2054.8681     -1983.3128      16668.601    
    974000   1533.9951     -2218.5396      0             -2020.4535     -3772.0547      16857.782    
    976000   1441.2892     -2252.4069      0             -2066.2919      1559.0695      16531.826    
    978000   1447.1684     -2239.9487      0             -2053.0746      274.1936       16635.494    
    980000   1455.1705     -2240.8866      0             -2052.9791      2620.7222      16578.209    
    982000   1541.9742     -2237.8302      0             -2038.7137      827.37966      16639.266    
    984000   1500.6346     -2232.1064      0             -2038.3282      378.44343      16677.287    
    986000   1462.129      -2237.992       0             -2049.186      -4.3894997      16661.681    
    988000   1547.548      -2234.1732      0             -2034.337      -43.201108      16688.86     
    990000   1450.6955     -2239.9777      0             -2052.6481      616.68664      16625.982    
    992000   1458.4796     -2228.885       0             -2040.5503     -10798.548      16957.342    
    994000   1517.1676     -2232.1897      0             -2036.2765      2224.8675      16653.339    
    996000   1524.7661     -2241.5551      0             -2044.6607      409.43837      16631.027    
    998000   1529.3586     -2251.1738      0             -2053.6864      3883.5349      16511.685    
   1000000   1525.2245     -2236.4978      0             -2039.5442      1667.4455      16646.239    
   1002000   1482.6193     -2232.2802      0             -2040.8282     -111.21992      16680.722    
   1004000   1511.0771     -2247.0367      0             -2051.91        2534.2773      16538.703    
   1006000   1491.3796     -2232.6163      0             -2040.0332      2839.8163      16629.263    
   1008000   1538.6163     -2240.628       0             -2041.9451      352.51535      16643.229    
   1010000   1511.6033     -2233.4503      0             -2038.2556      2630.6624      16632.301    
   1012000   1558.3456     -2248.1069      0             -2046.8763      584.8841       16601.513    
   1014000   1572.7483     -2244.1376      0             -2041.0472      5513.8477      16522.235    
   1016000   1497.3762     -2230.1397      0             -2036.7822     -3957.2274      16785.913    
   1018000   1504.5169     -2250.201       0             -2055.9214     -32.407343      16590.282    
   1020000   1514.6829     -2237.4819      0             -2041.8896     -778.01157      16685.445    
   1022000   1518.9994     -2238.3799      0             -2042.2302      3114.9687      16585.449    
   1024000   1445.7699     -2227.5851      0             -2040.8916     -4776.4474      16816.424    
   1026000   1518.9842     -2232.7108      0             -2036.5631     -2511.8321      16757.223    
   1028000   1510.32       -2228.7458      0             -2033.7169     -1361.8742      16763.044    
   1030000   1504.5347     -2224.0562      0             -2029.7743      82.780349      16734.315    
   1032000   1494.0015     -2227.6584      0             -2034.7366     -3484.0252      16796.308    
   1034000   1464.0112     -2227.0058      0             -2037.9567     -1117.1598      16742.036    
   1036000   1525.0402     -2217.5764      0             -2020.6466     -7994.5861      16956.239    
   1038000   1549.8514     -2234.0697      0             -2033.936       1251.9311      16673.866    
   1040000   1578.5606     -2225.5568      0             -2021.7159     -1696.6555      16779.269    
   1042000   1525.9518     -2241.1415      0             -2044.094       1508.1948      16609.477    
   1044000   1516.6397     -2231.1415      0             -2035.2964      166.99472      16698.642    
   1046000   1530.635      -2222.226       0             -2024.5737      115.27395      16743.432    
   1048000   1549.6176     -2230.3718      0             -2030.2683      536.51471      16688.707    
   1050000   1562.9862     -2225.537       0             -2023.7072      203.68283      16728.516    
   1052000   1548.5421     -2229.8623      0             -2029.8977     -2279.9577      16758.395    
   1054000   1598.8669     -2230.1196      0             -2023.6565     -55.191331      16716.084    
   1056000   1541.3903     -2230.9992      0             -2031.9581     -2756.3905      16762.39     
   1058000   1482.6121     -2235.0124      0             -2043.5614     -943.83723      16682.389    
   1060000   1537.5291     -2226.3633      0             -2027.8208      275.06517      16727.355    
   1062000   1590.3948     -2220.3484      0             -2014.9793      29.67174       16769.44     
   1064000   1622.303      -2221.1948      0             -2011.7054     -1208.8739      16809.996    
   1066000   1504.9643     -2204.5527      0             -2010.2154     -2106.0351      16899.902    
   1068000   1498.5333     -2231.3291      0             -2037.8222     -1999.2308      16734.359    
   1070000   1514.5017     -2228.2177      0             -2032.6488      1392.9475      16692.891    
   1072000   1552.9963     -2230.9677      0             -2030.4279      586.5892       16695.96     
   1074000   1527.9595     -2234.3204      0             -2037.0136     -2970.0558      16749.732    
   1076000   1562.241      -2229.8492      0             -2028.1157      2148.1317      16669.521    
   1078000   1547.8253     -2233.4288      0             -2033.5567     -288.74078      16697.447    
   1080000   1513.5411     -2216.7087      0             -2021.2638     -1992.9335      16826.092    
   1082000   1545.0606     -2247.3549      0             -2047.8399      5098.3321      16499.84     
   1084000   1523.7755     -2217.3115      0             -2020.5451     -5470.7569      16895.516    
   1086000   1501.1807     -2225.7738      0             -2031.925      -793.07658      16745.862    
   1088000   1571.1189     -2242.0258      0             -2039.1458      4251.5066      16546.573    
   1090000   1485.4517     -2220.3995      0             -2028.5818      1768.7089      16717.179    
   1092000   1592.2342     -2225.0539      0             -2019.4473      1231.1179      16731.177    
   1094000   1550.6064     -2221.335       0             -2021.1038     -1209.6557      16794.674    
   1096000   1558.7955     -2228.1952      0             -2026.9065      1028.0816      16691.054    
   1098000   1509.8465     -2231.3094      0             -2036.3416     -40.324771      16693.618    
   1100000   1490.5912     -2206.0842      0             -2013.6029     -4325.6035      16940.294    
   1102000   1576.4133     -2223.5937      0             -2020.0301      1677.6104      16721.746    
   1104000   1517.8039     -2223.1672      0             -2027.1718     -5137.681       16864.866    
   1106000   1517.1962     -2226.6662      0             -2030.7493      996.98517      16700.072    
   1108000   1546.0384     -2220.3058      0             -2020.6645     -2802.6939      16835.93     
   1110000   1549.9219     -2209.021       0             -2008.8783     -408.91764      16841.402    
   1112000   1590.1942     -2235.9047      0             -2030.5615      9.7823284      16676.396    
   1114000   1545.6102     -2221.2194      0             -2021.6334     -3512.5281      16843.608    
   1116000   1613.7296     -2208.6536      0             -2000.2713     -1809.1861      16894.565    
   1118000   1541.863      -2219.5928      0             -2020.4907     -4844.7084      16884.287    
   1120000   1574.2187     -2228.7132      0             -2025.4329      3004.3104      16659.507    
   1122000   1650.8404     -2219.1256      0             -2005.9511     -3299.6072      16888.811    
   1124000   1509.9734     -2230.3172      0             -2035.333       3573.2998      16631.658    
   1126000   1614.5764     -2209.2577      0             -2000.766       422.29724      16829.961    
   1128000   1510.8409     -2212.3408      0             -2017.2445     -2486.7763      16863.752    
   1130000   1544.7525     -2209.5332      0             -2010.0579     -1338.7167      16860.654    
   1132000   1531.503      -2222.1575      0             -2024.3932      1097.3831      16729.288    
   1134000   1547.342      -2232.5286      0             -2032.719       950.28412      16677.687    
   1136000   1549.1703     -2225.7457      0             -2025.7        -986.61949      16769.749    
   1138000   1526.4598     -2218.6129      0             -2021.4998      2823.1096      16705.445    
   1140000   1552.4132     -2222.3415      0             -2021.8771     -1741.6061      16803.853    
   1142000   1552.9185     -2222.7436      0             -2022.2139     -1136.9374      16774.187    
   1144000   1573.6583     -2218.1886      0             -2014.9807      886.33977      16770.417    
   1146000   1587.445      -2210.1481      0             -2005.16       -2871.0734      16902.797    
   1148000   1569.9797     -2214.0637      0             -2011.3308     -1393.1805      16830.168    
   1150000   1580.7596     -2222.4138      0             -2018.2889     -2204.4842      16813.24     
   1152000   1541.2927     -2212.265       0             -2013.2365     -1356.5124      16827.721    
   1154000   1573.8462     -2209.559       0             -2006.3269     -579.0833       16849.829    
   1156000   1573.6622     -2217.372       0             -2014.1636      2901.9892      16721.15     
   1158000   1541.3221     -2220.3121      0             -2021.2798      2642.5257      16705.697    
   1160000   1584.6215     -2217.3287      0             -2012.7051      3727.0778      16711.737    
   1162000   1560.7544     -2214.2928      0             -2012.7512      2177.0426      16741.991    
   1164000   1593.8473     -2219.6518      0             -2013.8369      166.68212      16775.755    
   1166000   1563.9662     -2211.5719      0             -2009.6155     -2390.6189      16873.869    
   1168000   1592.5995     -2236.3452      0             -2030.6914      2629.5763      16636.81     
   1170000   1520.9218     -2218.5667      0             -2022.1687     -1674.3212      16802.616    
   1172000   1601.4232     -2227.2303      0             -2020.4371      3118.1195      16669.144    
   1174000   1588.1449     -2218.1415      0             -2013.0629      2235.6618      16739.269    
   1176000   1684.7528     -2222.129       0             -2004.5754      2434.0542      16729.309    
   1178000   1550.8453     -2227.8769      0             -2027.6149      3951.5287      16639.772    
   1180000   1551.5416     -2215.1062      0             -2014.7543     -3367.2885      16879.6      
   1182000   1615.4886     -2223.188       0             -2014.5786      4135.4685      16675.169    
   1184000   1640.7822     -2222.5013      0             -2010.6257     -1206.5174      16795.006    
   1186000   1531.6331     -2200.1663      0             -2002.3852     -4463.7069      16993.458    
   1188000   1622.9961     -2217.3716      0             -2007.7927     -598.51642      16803.945    
   1190000   1601.8049     -2211.4519      0             -2004.6094     -882.93438      16844.798    
   1192000   1600.6745     -2237.7508      0             -2031.0543      6126.1434      16538.232    
   1194000   1662.7808     -2214.5486      0             -1999.8323      2608.4183      16756.622    
   1196000   1565.8004     -2214.893       0             -2012.6998     -824.43172      16815.964    
   1198000   1554.2498     -2202.2542      0             -2001.5525      2032.2818      16824.697    
   1200000   1595.1537     -2219.1962      0             -2013.2126      4392.0827      16691.206    
   1202000   1549.8424     -2219.1048      0             -2018.9723      8079.2576      16590.722    
   1204000   1688.2889     -2206.6749      0             -1988.6647      1594.7293      16836.785    
   1206000   1616.9912     -2214.8146      0             -2006.0111      4843.6098      16706.545    
   1208000   1612.267      -2209.6619      0             -2001.4684      331.68452      16851.435    
   1210000   1610.1168     -2214.0149      0             -2006.0991      2301.1144      16766.227    
   1212000   1620.7042     -2209.1451      0             -1999.8621     -4608.4136      16956.44     
   1214000   1616.9441     -2221.4628      0             -2012.6654     -264.50721      16789.024    
   1216000   1555.2685     -2203.4891      0             -2002.6559     -1295.2781      16900.147    
   1218000   1555.9764     -2212.1625      0             -2011.2379      2180.5366      16758.057    
   1220000   1645.8889     -2206.5972      0             -1994.0621     -509.16578      16882.95     
   1222000   1636.644      -2202.7613      0             -1991.42       -2048.7007      16930.376    
   1224000   1604.6971     -2211.636       0             -2004.42       -2292.6358      16877.658    
   1226000   1646.9326     -2196.0545      0             -1983.3846      1626.7585      16877.857    
   1228000   1656.5888     -2215.0415      0             -2001.1248     -490.65539      16832.531    
   1230000   1546.8549     -2212.9884      0             -2013.2417      1128.074       16778.853    
   1232000   1653.6382     -2202.9744      0             -1989.4387      3174.727       16827.042    
   1234000   1601.9469     -2203.2335      0             -1996.3727      613.5311       16869.262    
   1236000   1572.7863     -2199.6861      0             -1996.5908     -4382.0449      16991.777    
   1238000   1650.3276     -2199.172       0             -1986.0637      481.04258      16901.733    
   1240000   1588.0172     -2202.651       0             -1997.5889      2616.8287      16811.469    
   1242000   1619.9126     -2214.3275      0             -2005.1468      2803.2179      16753.148    
   1244000   1601.5285     -2212.4845      0             -2005.6777      5124.9516      16716.263    
   1246000   1624.0312     -2217.5067      0             -2007.7941      211.41811      16800.841    
   1248000   1613.9004     -2197.1142      0             -1988.7098     -4308.2132      17015.063    
   1250000   1615.0931     -2198.6316      0             -1990.0732     -978.6032       16938.602    
   1252000   1671.1164     -2199.3023      0             -1983.5095     -1799.8532      16953.087    
   1254000   1634.6927     -2211.5567      0             -2000.4674      3926.0611      16751.961    
   1256000   1583.7037     -2193.3397      0             -1988.8347     -4031.0109      17036.326    
   1258000   1582.9761     -2192.1063      0             -1987.6952     -438.52472      16948.882    
   1260000   1677.4281     -2199.9464      0             -1983.3386     -497.19996      16931.809    
   1262000   1612.3122     -2188.1709      0             -1979.9716     -6021.1917      17105.342    
   1264000   1641.5513     -2197.4008      0             -1985.4258     -3979.9038      17010.018    
   1266000   1582.6715     -2201.6808      0             -1997.309      -1958.0858      16924.445    
   1268000   1672.2439     -2205.8011      0             -1989.8628     -4084.2311      16972.093    
   1270000   1680.0716     -2195.447       0             -1978.4979     -646.45797      16948.884    
   1272000   1681.5317     -2195.8037      0             -1978.666       1519.7719      16893.552    
   1274000   1650.8675     -2209.3642      0             -1996.1862      2472.3809      16798.693    
   1276000   1619.8908     -2204.2125      0             -1995.0346     -932.41769      16894.523    
   1278000   1596.9639     -2204.9326      0             -1998.7152      1034.6352      16844.552    
   1280000   1727.4585     -2192.115       0             -1969.0467     -1519.056       17013.568    
   1282000   1662.0898     -2220.0809      0             -2005.4537      4741.7946      16680.181    
   1284000   1636.4807     -2208.6696      0             -1997.3494      2809.8407      16783.086    
   1286000   1647.0821     -2199.7751      0             -1987.0859     -104.84194      16908.256    
   1288000   1650.3701     -2193.9792      0             -1980.8655      3113.3863      16876.134    
   1290000   1666.1376     -2189.9806      0             -1974.8308      198.51099      16959.94     
   1292000   1609.9874     -2211.341       0             -2003.4419      2863.7089      16769.066    
   1294000   1681.0371     -2199.2631      0             -1982.1893      1071.2405      16878.794    
   1296000   1646.1552     -2201.131       0             -1988.5615      3852.6601      16816.617    
   1298000   1677.98       -2185.887       0             -1969.2079     -2054.5158      17039.352    
   1300000   1708.9045     -2194.7215      0             -1974.0491     -1474.7169      16971.05     
   1302000   1655.1734     -2203.3106      0             -1989.5766      1222.809       16862.54     
   1304000   1677.0258     -2191.0671      0             -1974.5113      2941.709       16901.977    
   1306000   1687.0948     -2180.696       0             -1962.8399      244.68573      17031.718    
   1308000   1715.0948     -2183.497       0             -1962.0253      219.83061      17002.009    
   1310000   1729.1961     -2172.5493      0             -1949.2567      1793.5198      17039.019    
   1312000   1701.864      -2205.9467      0             -1986.1835      1749.1286      16826.494    
   1314000   1748.3182     -2184.0963      0             -1958.3344     -3531.8181      17102.639    
   1316000   1669.2338     -2163.4586      0             -1947.9089     -6990.7759      17274.082    
   1318000   1712.2901     -2188.8749      0             -1967.7653      1023.611       16956.454    
   1320000   1746.0834     -2168.2342      0             -1942.7609     -5029.3836      17235.034    
   1322000   1635.5594     -2186.3944      0             -1975.1932      3011.5808      16919.718    
   1324000   1596.3891     -2181.6423      0             -1975.4991     -1560.349       17044.024    
   1326000   1668.8507     -2173.2492      0             -1957.749       2581.4359      16994.319    
   1328000   1642.5198     -2174.1828      0             -1962.0828      320.78975      17043.815    
   1330000   1665.3548     -2154.0259      0             -1938.9772      509.52146      17181.774    
   1332000   1659.5519     -2139.7816      0             -1925.4822      2554.9358      17239.559    
   1334000   1648.5162     -2095.4003      0             -1882.5259      2924.5417      17478.328    
   1336000   1656.1646     -2089.5747      0             -1875.7127      3864.4231      17515.29     
   1338000   1713.991      -2086.2423      0             -1864.9131     -1763.5296      17691.307    
   1340000   1654.1089     -2074.9821      0             -1861.3856      1028.8366      17684.919    
   1342000   1601.5914     -2079.4182      0             -1872.6033      1259.8915      17641.24     
   1344000   1742.624      -2088.8924      0             -1863.8658     -2723.4463      17717.637    
   1346000   1652.7708     -2067.4646      0             -1854.0408     -3058.7003      17824.169    
   1348000   1670.1162     -2070.118       0             -1854.4544     -1910.5897      17810.031    
   1350000   1666.4831     -2080.5654      0             -1865.371       2070.7982      17618.965    
   1352000   1689.5644     -2080.4427      0             -1862.2678     -1553.3599      17719.748    
   1354000   1674.7856     -2088.0658      0             -1871.7993     -234.97154      17632.915    
   1356000   1689.8117     -2088.1006      0             -1869.8938      3301.7018      17524.148    
   1358000   1694.8626     -2081.2553      0             -1862.3962     -1594.607       17707.541    
   1360000   1648.3079     -2087.7399      0             -1874.8925     -1466.1661      17641.842    
   1362000   1729.4504     -2082.0115      0             -1858.686      -1010.9794      17704.437    
   1364000   1666.4042     -2088.7483      0             -1873.564      -678.41158      17648.44     
   1366000   1695.2103     -2077.0147      0             -1858.1107     -1071.7196      17705.052    
   1368000   1698.5877     -2079.2581      0             -1859.9179      1725.0367      17663.164    
   1370000   1746.034      -2088.3221      0             -1862.8552      3061.1511      17555.958    
   1372000   1679.351      -2070.2566      0             -1853.4005     -3043.102       17820.641    
   1374000   1676.5543     -2086.4921      0             -1869.9971      4430.7966      17518.995    
   1376000   1618.1407     -2079.3586      0             -1870.4067     -1085.1705      17712.292    
   1378000   1686.3123     -2093.1252      0             -1875.3702      1340.7002      17572.178    
   1380000   1726.4263     -2054.3584      0             -1831.4235     -918.29         17879.669    
   1382000   1710.1505     -2069.6945      0             -1848.8613     -27.309419      17742.246    
   1384000   1705.5054     -2051.7047      0             -1831.4713     -4623.773       18013.337    
   1386000   1616.7897     -2060.4762      0             -1851.6987     -930.88015      17809.172    
   1388000   1700.8857     -2076.5284      0             -1856.8916     -751.73141      17757.273    
   1390000   1769.466      -2081.6146      0             -1853.1219     -1980.6462      17723.807    
   1392000   1629.4954     -2070.6953      0             -1860.2771      1079.7402      17711.695    
   1394000   1677.8237     -2059.5963      0             -1842.9374     -3270.4872      17925.144    
   1396000   1640.2974     -2086.7305      0             -1874.9174      803.91835      17638.982    
   1398000   1718.95       -2064.8347      0             -1842.8652     -729.40714      17802.333    
   1400000   1637.9338     -2072.6368      0             -1861.129      -4759.3273      17846.843    
   1402000   1688.2021     -2059.9998      0             -1842.0008     -2126.7508      17888.153    
   1404000   1682.3784     -2082.4406      0             -1865.1936      2190.0229      17598.224    
   1406000   1666.462      -2068.0748      0             -1852.8831     -1902.1052      17780.79     
   1408000   1705.3606     -2080.1851      0             -1859.9703      1006.9654      17660.546    
   1410000   1675.1422     -2074.5902      0             -1858.2776     -1375.7507      17732.432    
   1412000   1647.5975     -2061.1362      0             -1848.3805     -407.54806      17831.943    
   1414000   1716.1631     -2085.8753      0             -1864.2657     -2306.0886      17704.821    
   1416000   1792.2695     -2066.4581      0             -1835.0207      446.11124      17761.277    
   1418000   1752.8167     -2075.8102      0             -1849.4674      2472.8897      17658.46     
   1420000   1744.5257     -2061.0765      0             -1835.8043     -2063.539       17866.743    
   1422000   1698.0377     -2059.3311      0             -1840.0619      1451.0311      17805.958    
   1424000   1697.6984     -2058.0728      0             -1838.8475      558.24437      17826.476    
   1426000   1627.6394     -2080.4016      0             -1870.2231     -221.31969      17675.585    
   1428000   1748.2986     -2079.6439      0             -1853.8846      1368.0894      17638.451    
   1430000   1776.3014     -2084.9333      0             -1855.5579      623.97882      17674.083    
   1432000   1669.4951     -2071.4523      0             -1855.8689     -3916.3624      17847.732    
   1434000   1638.8105     -2080.9683      0             -1869.3472     -1260.0083      17694.335    
   1436000   1719.5727     -2079.6818      0             -1857.6319     -412.95669      17692.284    
   1438000   1824.4154     -2075.436       0             -1839.8476     -2077.4096      17793.782    
   1440000   1664.8224     -2056.5638      0             -1841.5838     -975.77377      17858.733    
   1442000   1743.2049     -2089.433       0             -1864.3314     -528.86997      17629.524    
   1444000   1754.4115     -2069.9774      0             -1843.4287      1043.2884      17746.114    
   1446000   1723.4532     -2061.7402      0             -1839.1892     -966.42566      17840.001    
   1448000   1772.553      -2072.4219      0             -1843.5306      2989.706       17642.259    
   1450000   1732.4559     -2062.149       0             -1838.4355     -1226.7253      17831.924    
   1452000   1761.953      -2083.0083      0             -1855.4858      2911.942       17615.783    
   1454000   1751.997      -2072.058       0             -1845.821      -4039.488       17851.488    
   1456000   1694.246      -2067.7238      0             -1848.9443     -5051.7449      17896.939    
   1458000   1676.0626     -2067.67        0             -1851.2386     -2498.9403      17814.615    
